Age,Gender,Height_m,Weight_kg,BMI,Activity_Level,Label,Recommendation
52,0,1.6,72.19,28.2,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
51,0,1.52,57.13,24.73,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
59,0,1.68,56.76,20.11,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
25,0,1.68,58.37,20.68,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
40,0,1.71,49.8,17.03,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
34,0,1.63,61.64,23.2,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
21,1,1.53,45.61,19.49,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
37,0,1.73,66.68,22.28,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
42,1,1.98,97.52,24.88,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
57,1,1.72,45.65,15.43,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
56,1,1.94,67.61,17.97,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
46,0,1.57,75.78,30.74,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
19,0,1.46,34.46,16.17,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
54,0,1.53,48.9,20.89,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
32,1,1.97,125.67,32.38,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
39,1,1.74,74.55,24.62,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
49,0,1.7,67.73,23.44,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
58,1,1.56,82.52,33.91,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
57,0,1.8,78.52,24.23,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
22,1,1.95,121.97,32.08,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
54,1,1.93,64.13,17.22,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
27,0,1.75,80.75,26.37,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
35,1,1.47,35.1,16.24,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
37,1,1.75,87.26,28.49,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
19,1,1.52,46.46,20.11,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
21,1,1.73,102.49,34.24,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
27,1,1.68,84.62,29.98,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
46,1,1.48,33.57,15.33,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
48,0,1.5,61.58,27.37,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
51,1,1.76,56.95,18.39,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
56,0,1.44,60.48,29.17,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
34,1,1.46,41.06,19.26,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
22,0,1.99,110.44,27.89,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
32,1,1.79,76.54,23.89,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
30,0,1.44,32.1,15.48,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
52,0,1.94,59.65,15.85,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
27,0,1.7,65.45,22.65,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
55,1,1.43,39.29,19.21,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
35,1,1.88,68.45,19.37,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
19,1,1.6,58.92,23.01,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
42,1,1.66,85.92,31.18,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
54,1,1.57,69.79,28.31,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
36,1,1.57,58.52,23.74,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
43,1,1.4,58.68,29.94,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
58,1,1.49,60.08,27.06,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
18,1,1.92,85.71,23.25,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
42,1,1.51,36.85,16.16,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
43,0,1.46,49.59,23.26,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
18,1,1.65,66.97,24.6,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
22,1,1.47,62.77,29.05,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
34,1,1.8,56.12,17.32,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
35,1,1.67,45.58,16.34,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
20,0,1.61,89.95,34.7,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
18,1,1.84,85.26,25.18,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
34,1,1.75,100.34,32.76,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
54,0,1.96,106.97,27.84,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
31,1,1.8,70.6,21.79,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
58,1,1.58,65.33,26.17,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
44,0,1.82,49.74,15.01,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
18,0,1.98,107.08,27.31,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
55,0,1.6,74.86,29.24,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
55,1,1.54,75.4,31.79,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
57,0,1.96,108.94,28.36,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
46,0,1.61,54.08,20.86,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
37,0,1.72,51.49,17.4,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
32,0,1.63,68.32,25.71,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
25,1,1.54,37.72,15.9,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
37,1,1.88,120.56,34.11,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
51,1,1.54,35.77,15.08,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
51,1,1.75,60.37,19.71,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
39,1,1.47,48.83,22.6,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
59,0,1.67,47.51,17.04,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
52,1,1.4,33.94,17.32,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
21,1,1.78,52.43,16.55,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
21,1,1.87,69.06,19.75,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
43,0,1.87,72.08,20.61,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
59,1,1.63,86.44,32.53,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
56,1,1.83,80,23.89,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
56,0,1.84,115.86,34.22,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
31,0,1.73,92.13,30.78,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
38,1,1.82,52.08,15.72,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
33,0,1.8,75.13,23.19,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
20,0,1.45,53.74,25.56,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
59,1,1.99,65.68,16.59,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
30,1,1.7,84.92,29.38,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
28,0,1.72,49,16.56,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
45,0,1.99,89.39,22.57,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
23,0,1.5,37.4,16.62,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
18,1,1.7,61.93,21.43,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
28,0,1.63,72.53,27.3,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
28,0,1.76,79.45,25.65,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
34,0,1.47,53.09,24.57,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
45,0,1.47,73.37,33.95,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
52,1,1.96,60.03,15.63,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
46,1,1.79,75.73,23.63,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
18,0,1.86,69.88,20.2,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
33,0,1.71,47.82,16.35,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
22,0,1.43,33.27,16.27,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
29,1,1.62,44.19,16.84,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
57,0,1.61,73.34,28.29,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
38,1,1.83,81.01,24.19,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
20,1,1.42,32.2,15.97,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
26,0,1.89,93.88,26.28,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
40,1,1.84,51.38,15.18,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
48,1,1.89,58.65,16.42,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
51,0,1.58,76.93,30.82,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
35,0,1.82,57.11,17.24,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
45,0,1.47,66.71,30.87,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
42,0,1.88,77.41,21.9,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
59,1,1.43,34.49,16.87,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
28,0,1.6,75.32,29.42,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
43,0,1.73,61.71,20.62,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
26,0,1.59,86.57,34.24,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
28,0,2,61.02,15.25,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
57,0,1.63,42.3,15.92,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
55,1,1.57,74.51,30.23,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
33,0,1.79,81.54,25.45,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
48,0,1.6,77.87,30.42,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
38,1,1.76,101,32.61,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
19,1,1.9,56.76,15.72,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
22,0,1.42,35.76,17.74,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
32,0,1.84,71.73,21.19,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
53,1,1.97,117.91,30.38,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
23,1,1.88,105.98,29.98,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
40,1,2,99.27,24.82,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
59,1,1.95,83.32,21.91,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
49,1,1.56,43.74,17.97,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
36,1,1.9,75.11,20.81,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
38,0,1.74,50.69,16.74,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
23,1,1.63,56.75,21.36,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
21,1,1.8,99.81,30.81,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
40,0,1.66,83.81,30.42,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
30,0,1.72,86.46,29.23,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
37,1,1.92,113.33,30.74,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
28,1,1.72,69.51,23.5,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
54,0,1.56,40.6,16.68,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
29,1,1.56,40.22,16.53,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
46,0,1.94,91.79,24.39,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
32,0,1.72,61.57,20.81,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
43,1,1.71,63.22,21.62,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
20,1,1.92,58,15.73,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
56,1,1.5,38.63,17.17,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
33,1,1.98,89.17,22.75,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
22,1,1.6,61.72,24.11,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
47,0,1.47,34.36,15.9,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
30,0,1.88,93.24,26.38,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
29,1,1.95,68.05,17.9,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
24,1,1.77,103.82,33.14,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
41,1,1.53,36.77,15.71,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
55,1,1.82,50.24,15.17,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
31,0,1.72,50.75,17.15,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
37,0,1.42,34.67,17.2,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
30,0,1.47,33.2,15.36,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
39,0,1.75,96.66,31.56,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
20,1,1.45,49.73,23.65,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
39,0,1.64,77.86,28.95,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
21,1,1.76,86.14,27.81,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
30,0,1.81,56.76,17.33,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
30,0,1.61,46.39,17.9,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
45,0,1.6,42.94,16.77,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
29,0,1.95,57.75,15.19,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
24,1,1.5,76.41,33.96,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
52,0,1.66,58.22,21.13,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
56,0,1.42,68,33.72,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
48,1,1.92,112.32,30.47,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
49,0,1.89,96.68,27.06,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
22,0,1.7,51.5,17.82,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
38,0,1.55,76.64,31.9,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
57,1,1.64,72.35,26.9,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
20,1,1.61,54.71,21.11,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
20,1,1.46,33.61,15.77,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
36,1,1.63,75.81,28.53,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
58,1,1.68,57.84,20.49,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
40,1,1.47,53.38,24.7,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
41,0,1.76,53.92,17.41,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
57,1,1.98,78.72,20.08,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
51,0,1.67,78.78,28.25,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
34,1,1.42,37.53,18.61,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
54,1,1.7,97,33.56,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
57,0,1.76,96.53,31.16,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
56,1,1.75,73.26,23.92,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
26,1,1.51,34.66,15.2,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
55,0,1.64,50.9,18.93,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
26,1,1.67,60.36,21.64,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
32,0,1.96,92.95,24.2,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
20,1,1.61,56.46,21.78,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
28,1,1.56,49.4,20.3,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
33,0,1.71,69.54,23.78,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
45,1,1.89,57.13,15.99,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
34,0,1.47,64.71,29.94,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
35,1,1.93,114.02,30.61,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
27,1,1.52,56.09,24.28,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
38,0,1.83,116.38,34.75,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
24,0,1.68,86.04,30.48,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
43,0,1.81,71.36,21.78,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
24,1,1.82,80.6,24.33,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
20,0,1.44,51.08,24.63,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
35,1,1.53,64.65,27.62,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
25,1,1.5,41.09,18.26,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
34,1,1.64,40.37,15.01,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
33,0,1.91,59.74,16.38,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
49,1,1.66,46.3,16.8,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
35,0,1.55,49.16,20.46,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
57,1,1.6,54.92,21.45,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
22,0,1.6,87.6,34.22,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
26,1,1.42,68.1,33.77,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
39,1,1.41,29.88,15.03,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
46,0,1.4,32.75,16.71,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
34,1,1.97,66.55,17.15,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
34,0,1.67,49.7,17.82,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
26,0,1.41,40.22,20.23,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
30,1,1.76,47.7,15.4,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
25,1,1.49,36.13,16.27,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
46,1,1.93,102.51,27.52,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
53,1,1.56,36.89,15.16,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
56,1,1.96,70.42,18.33,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
31,0,1.84,68.93,20.36,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
56,1,1.86,66.15,19.12,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
29,1,1.63,84.93,31.97,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
